,id,carat,cut,color,clarity,depth,table,x,y,z,price
8924,8924,0.74,Ideal,H,VS1,62.1,56.0,5.8,5.84,3.61,2911
5334,5334,2.09,Very Good,I,VS2,62.1,58.0,8.21,8.17,5.06,16304
7330,7330,0.26,Ideal,D,VVS1,61.8,56.0,4.15,4.12,2.56,769
9348,9348,0.33,Premium,F,VS2,61.6,58.0,4.48,4.46,2.75,854
4729,4729,0.3,Ideal,I,VS2,61.8,54.0,4.33,4.36,2.68,438
6541,6541,1.51,Premium,I,VS2,61.8,57.0,7.31,7.27,4.5,10098
5305,5305,0.3,Ideal,G,VS2,61.9,55.0,4.28,4.31,2.66,526
5161,5161,0.54,Ideal,E,SI1,62.1,56.0,5.2,5.23,3.24,1628
7860,7860,2.1,Very Good,H,SI2,63.5,58.0,8.09,8.14,5.16,15126
2156,2156,0.27,Ideal,E,VVS2,62.2,57.0,4.15,4.17,2.59,622
1062,1062,0.9,Very Good,I,SI1,63.3,57.0,6.06,6.08,3.85,2926
1167,1167,1.52,Premium,J,VS2,62.2,58.0,7.33,7.3,4.55,6319
3636,3636,1.01,Premium,F,VS2,59.6,57.0,6.58,6.48,3.89,6279
7651,7651,1.01,Premium,H,VS2,60.3,59.0,6.52,6.49,3.92,5484
5588,5588,0.51,Ideal,G,SI1,62.9,56.0,5.08,5.12,3.21,1286
7192,7192,0.3,Very Good,G,VVS2,62.0,55.0,4.25,4.27,2.64,684
4491,4491,0.9,Very Good,G,VS2,62.0,58.0,6.17,6.19,3.83,4513
7266,7266,0.7,Very Good,I,VS2,62.4,55.0,5.64,5.6,3.51,2203
4980,4980,0.35,Fair,F,SI1,60.8,66.0,4.62,4.55,2.79,780
8335,8335,2.53,Ideal,J,SI1,62.4,57.0,8.68,8.59,5.39,14687
9953,9953,0.71,Very Good,I,VS1,62.5,59.0,5.69,5.67,3.55,2131
4946,4946,1.01,Ideal,E,VVS2,62.7,56.0,6.34,6.46,4.01,9132
2782,2782,2.2,Ideal,H,SI2,61.8,55.0,8.41,8.34,5.18,17723
717,717,2.06,Premium,H,SI1,59.4,61.0,8.38,8.29,4.91,18242
2502,2502,0.31,Ideal,E,VVS2,61.5,56.0,4.34,4.37,2.68,864
4360,4360,1.53,Very Good,E,SI2,60.0,59.0,7.43,7.5,4.49,8294
4171,4171,0.59,Premium,H,VVS2,60.3,59.0,5.52,5.49,3.31,2086
8082,8082,1.28,Very Good,G,VVS1,61.8,56.0,6.95,7.01,4.31,11774
9761,9761,0.33,Ideal,F,VS2,61.9,57.0,4.41,4.44,2.74,749
395,395,0.91,Very Good,F,SI1,62.9,60.0,6.11,6.14,3.85,3910
7186,7186,1.5,Very Good,I,VS2,62.9,57.0,7.25,7.29,4.57,10098
9823,9823,1.69,Ideal,G,VVS2,62.2,56.0,7.62,7.56,4.73,18524
4492,4492,1.2,Ideal,D,VVS2,60.3,57.0,6.89,6.92,4.16,13063
1365,1365,1.05,Premium,H,SI2,62.1,59.0,6.48,6.52,4.04,4290
9527,9527,0.51,Very Good,E,VS2,61.8,57.0,5.16,5.13,3.18,1847
8787,8787,0.71,Ideal,E,VS2,61.5,57.0,5.69,5.72,3.51,2919
5917,5917,1.5,Premium,F,VS2,60.4,58.0,7.4,7.36,4.46,14199
4968,4968,1.08,Ideal,F,SI1,62.5,56.0,6.52,6.57,4.09,6321
2914,2914,0.54,Premium,F,SI1,60.3,58.0,5.3,5.26,3.19,1382
5644,5644,1.5,Fair,D,SI2,62.0,61.0,7.3,7.19,4.48,8712
3766,3766,0.31,Good,G,VS2,63.5,58.0,4.27,4.3,2.72,544
3440,3440,0.41,Premium,E,SI1,60.1,59.0,4.82,4.79,2.89,968
7357,7357,0.42,Ideal,G,VS2,61.9,57.0,4.79,4.82,2.97,835
6806,6806,0.34,Ideal,G,VS2,62.1,57.0,4.45,4.47,2.77,596
2143,2143,0.8,Ideal,F,VS1,61.9,56.0,5.97,5.94,3.69,3864
5104,5104,1.22,Ideal,D,SI1,60.5,56.0,6.93,6.95,4.21,8716
5073,5073,0.72,Very Good,G,VS2,63.2,58.0,5.71,5.68,3.59,2530
1571,1571,1.27,Ideal,H,SI1,62.0,56.0,6.93,6.95,4.31,7093
4079,4079,0.68,Very Good,E,VVS1,59.6,56.0,5.66,5.69,3.38,3415
1122,1122,0.36,Good,E,VS2,64.2,56.0,4.49,4.53,2.91,723
2786,2786,0.53,Ideal,E,SI2,61.5,56.0,5.17,5.3,3.21,1321
2967,2967,0.4,Ideal,E,VS2,62.2,54.0,4.75,4.78,2.97,957
2504,2504,1.5,Very Good,D,VS2,60.8,55.0,7.35,7.4,4.48,16425
5988,5988,0.7,Fair,F,SI2,64.6,53.0,5.58,5.62,3.64,2104
8867,8867,0.3,Ideal,D,SI1,61.6,56.0,4.32,4.33,2.66,553
7164,7164,0.33,Ideal,E,VS2,61.2,56.0,4.46,4.43,2.72,928
728,728,0.31,Ideal,G,SI2,62.0,54.0,4.37,4.4,2.72,414
7587,7587,0.56,Premium,D,SI1,60.2,59.0,5.3,5.24,3.18,1614
7543,7543,0.76,Very Good,F,VS1,59.7,58.0,5.85,5.93,3.51,2942
412,412,0.4,Very Good,F,VS2,63.3,60.0,4.66,4.68,2.96,912
5745,5745,0.41,Premium,E,VS2,61.5,59.0,4.75,4.78,2.93,1069
7668,7668,0.31,Ideal,G,VVS2,62.2,57.0,4.38,4.33,2.71,907
825,825,0.6,Ideal,D,VS1,60.1,56.0,5.44,5.49,3.29,2013
3267,3267,2.01,Premium,H,SI2,61.6,59.0,8.15,8.09,5.01,18179
3974,3974,1.51,Ideal,F,VS2,60.4,56.0,7.35,7.44,4.47,14588
8808,8808,0.76,Ideal,F,VS2,62.2,57.0,5.82,5.87,3.66,2859
8306,8306,0.8,Ideal,F,SI1,61.5,55.0,5.97,6.01,3.67,3254
417,417,0.4,Ideal,E,VS2,61.1,57.0,4.8,4.83,2.94,1050
6748,6748,0.24,Very Good,E,VVS1,61.4,58.0,4.01,3.98,2.46,485
8967,8967,0.7,Very Good,H,SI2,62.3,55.0,5.71,5.74,3.56,2066
2082,2082,0.71,Ideal,J,VS2,62.0,54.0,5.76,5.74,3.56,2274
8945,8945,0.5,Ideal,H,VS1,61.0,54.0,5.11,5.13,3.13,1370
3373,3373,1.22,Premium,G,VS1,60.8,58.0,6.98,6.91,4.21,9886
5726,5726,0.71,Ideal,I,VS1,61.7,56.0,5.73,5.76,3.54,2491
4107,4107,1.01,Good,G,SI1,63.5,58.0,6.28,6.34,4.01,4102
4380,4380,1.01,Good,D,VS1,62.6,61.0,6.34,6.37,3.98,7992
7723,7723,1.08,Ideal,G,VS2,62.2,56.0,6.55,6.59,4.08,7163
1066,1066,1.5,Very Good,G,SI2,62.0,56.0,7.25,7.3,4.52,9435
3913,3913,2.06,Premium,I,VS2,62.5,56.0,8.21,8.09,5.07,14588
5536,5536,0.38,Ideal,G,VVS2,61.4,56.0,4.71,4.68,2.88,1113
8002,8002,1.15,Very Good,E,SI2,63.2,55.0,6.73,6.64,4.22,4767
5387,5387,1.02,Very Good,E,SI2,62.5,59.0,6.44,6.42,4.02,4598
5732,5732,0.38,Very Good,D,SI1,58.9,61.0,4.74,4.77,2.79,862
2738,2738,0.31,Ideal,D,VS2,61.8,57.0,4.38,4.36,2.7,670
5052,5052,1.31,Ideal,I,IF,62.5,56.0,6.99,7.03,4.39,10098
4000,4000,1.04,Good,H,SI1,63.8,58.0,6.36,6.31,4.05,4604
2427,2427,0.75,Very Good,E,SI2,63.4,55.0,5.76,5.79,3.66,2487
6833,6833,0.41,Very Good,E,SI1,63.3,59.0,4.65,4.69,2.95,705
1687,1687,1.02,Ideal,G,VVS2,62.0,58.0,6.41,6.45,3.99,8107
851,851,1.0,Premium,D,SI1,62.2,58.0,6.41,6.4,3.99,5851
6303,6303,1.0,Ideal,G,VVS1,62.3,56.0,6.41,6.43,4.0,8020
9087,9087,1.0,Very Good,E,VS2,62.1,59.0,6.35,6.4,3.96,7283
5878,5878,1.01,Good,J,SI1,63.7,58.0,6.31,6.35,4.03,3416
8527,8527,0.93,Good,H,VS1,60.2,59.0,6.3,6.37,3.81,4044
2839,2839,1.5,Premium,G,VS1,60.4,60.0,7.35,7.4,4.45,12543
4611,4611,0.31,Ideal,G,IF,61.6,54.0,4.4,4.4,2.71,949
9540,9540,1.01,Very Good,H,SI1,59.6,62.0,6.51,6.54,3.9,4616
9207,9207,1.32,Ideal,H,SI2,61.4,55.0,7.08,7.11,4.35,6332
2489,2489,0.3,Ideal,E,VVS2,62.5,56.0,4.28,4.3,2.68,1013
6905,6905,0.32,Ideal,G,VS1,61.1,55.0,4.44,4.46,2.72,854
7390,7390,0.31,Ideal,E,VS2,61.9,54.0,4.34,4.37,2.7,680
2849,2849,0.3,Good,I,VS1,63.0,56.0,4.29,4.32,2.71,473
6665,6665,0.31,Ideal,D,SI1,61.4,56.0,4.36,4.34,2.67,732
5881,5881,0.31,Premium,H,VS1,63.0,59.0,4.29,4.31,2.71,698
4452,4452,0.28,Very Good,D,VS1,59.6,56.0,4.26,4.28,2.56,514
7421,7421,1.01,Ideal,H,SI1,61.3,54.0,6.52,6.55,4.0,4995
6484,6484,0.71,Ideal,I,VS2,62.6,57.0,5.72,5.75,3.58,2198
2479,2479,0.7,Very Good,E,VS2,60.4,58.0,5.78,5.83,3.5,2845
6617,6617,0.42,Premium,E,SI1,62.0,59.0,4.85,4.83,3.0,992
2141,2141,1.01,Good,G,SI2,62.9,58.0,6.36,6.41,4.01,4416
5188,5188,0.9,Premium,G,VS2,58.3,58.0,6.3,6.24,3.64,4373
9705,9705,1.2,Good,G,VS2,63.6,56.0,6.67,6.74,4.28,8580
2744,2744,1.01,Premium,E,SI2,61.3,59.0,6.43,6.34,3.92,3508
7253,7253,0.36,Ideal,D,SI1,61.9,57.0,4.58,4.55,2.83,855
3506,3506,0.24,Ideal,G,VVS1,62.3,54.0,3.99,4.02,2.49,586
1679,1679,1.09,Ideal,G,VS2,62.5,58.0,6.6,6.56,4.11,6566
4249,4249,0.91,Good,I,VS2,64.1,63.0,6.09,6.03,3.89,3338
3147,3147,1.01,Very Good,E,VVS2,63.1,59.0,6.32,6.35,4.0,9254
8130,8130,1.2,Premium,H,SI1,61.3,57.0,6.87,6.8,4.2,6146
7004,7004,0.71,Premium,G,SI1,61.6,57.0,5.71,5.68,3.5,2206
580,580,0.36,Very Good,E,SI1,62.7,55.0,4.54,4.58,2.86,631
4070,4070,0.9,Good,E,SI1,63.9,58.0,6.02,6.11,3.87,4259
3343,3343,0.71,Premium,I,VVS2,62.0,59.0,5.68,5.72,3.54,2818
7404,7404,0.3,Ideal,E,VVS2,61.8,55.0,4.32,4.34,2.68,789
3672,3672,1.31,Premium,H,VS2,60.9,58.0,7.07,7.11,4.32,8020
559,559,0.4,Ideal,H,VVS2,60.9,56.0,4.74,4.74,2.89,1163
5237,5237,0.24,Ideal,F,VVS2,61.4,55.0,3.99,4.03,2.45,548
7805,7805,0.6,Ideal,D,SI1,60.8,57.0,5.49,5.43,3.31,1671
512,512,0.31,Ideal,H,VVS2,61.9,56.0,4.35,4.31,2.68,802
1081,1081,0.73,Very Good,E,VVS2,58.5,59.0,5.92,5.94,3.49,3093
1664,1664,1.06,Ideal,H,SI2,62.1,56.0,6.56,6.58,4.08,4021
9204,9204,1.01,Premium,D,SI2,60.6,59.0,6.48,6.5,3.92,4562
1931,1931,0.77,Premium,E,SI2,61.9,58.0,5.91,5.87,3.64,2869
9667,9667,0.71,Very Good,E,VS1,60.1,60.0,5.74,5.81,3.47,3057
1150,1150,1.11,Ideal,F,SI2,60.0,56.0,6.83,6.75,4.08,4771
2838,2838,0.55,Ideal,F,VVS2,61.6,56.0,5.25,5.28,3.25,2133
5949,5949,0.91,Ideal,D,SI1,62.3,55.0,6.19,6.16,3.85,4107
8308,8308,1.0,Very Good,E,SI1,62.8,59.0,6.3,6.38,3.98,5398
8932,8932,1.01,Premium,H,SI2,62.0,56.0,6.47,6.41,3.99,3669
9857,9857,1.16,Ideal,F,VS1,62.0,55.0,6.74,6.77,4.19,9067
5177,5177,2.0,Very Good,G,SI1,63.0,56.0,8.01,7.93,5.02,17024
830,830,1.01,Good,F,VS2,63.6,59.0,6.3,6.36,4.02,6416
8311,8311,1.07,Ideal,H,SI2,62.1,57.0,6.56,6.52,4.06,4443
4752,4752,1.41,Premium,F,SI2,61.2,59.0,7.24,7.2,4.39,7584
9722,9722,1.04,Ideal,E,SI1,60.5,57.0,6.59,6.57,3.97,6075
635,635,1.5,Ideal,G,SI2,62.7,55.0,7.31,7.29,4.58,8988
4465,4465,1.02,Ideal,F,SI2,61.9,57.0,6.4,6.46,3.98,4327
6799,6799,1.23,Ideal,G,VS2,62.3,55.0,6.86,6.89,4.28,8771
7987,7987,0.38,Very Good,E,SI1,62.4,58.0,4.63,4.67,2.9,701
7079,7079,1.02,Ideal,H,SI1,61.5,57.0,6.5,6.54,4.01,5657
6966,6966,0.72,Ideal,E,SI1,62.0,56.0,5.76,5.79,3.58,3377
4142,4142,0.3,Ideal,G,VVS2,62.0,57.0,4.34,4.3,2.68,878
7027,7027,0.52,Ideal,G,VS1,60.6,57.0,5.17,5.3,3.16,1648
9183,9183,0.59,Ideal,D,SI1,61.5,57.0,5.42,5.39,3.33,2076
876,876,0.52,Very Good,D,VS2,61.6,59.0,5.13,5.17,3.17,1789
4869,4869,0.5,Good,G,SI1,57.2,61.0,5.3,5.23,3.02,1171
5315,5315,1.02,Ideal,H,SI2,62.5,57.0,6.4,6.48,4.02,4196
5222,5222,0.7,Ideal,F,SI1,62.4,57.0,5.65,5.68,3.54,2437
4,4,1.7,Premium,G,VS2,62.6,59.0,7.65,7.61,4.77,14453
3051,3051,0.56,Ideal,G,VS1,60.9,57.0,5.33,5.35,3.27,1990
5691,5691,0.4,Premium,H,SI1,61.2,59.0,4.78,4.82,2.93,655
3124,3124,1.04,Ideal,H,SI1,62.0,56.0,6.5,6.5,4.03,4916
2491,2491,0.7,Premium,H,SI2,59.9,61.0,5.85,5.8,3.48,1812
3854,3854,0.42,Ideal,E,VS2,62.4,56.0,4.79,4.77,2.98,948
4777,4777,1.02,Very Good,F,VS2,62.5,57.0,6.4,6.5,4.03,6389
7509,7509,1.13,Ideal,H,SI2,60.3,57.0,6.76,6.79,4.08,4443
6457,6457,0.41,Premium,H,VS1,62.5,57.0,4.81,4.84,3.01,876
6293,6293,1.0,Ideal,E,SI2,62.2,56.0,6.44,6.47,4.01,4416
1148,1148,0.4,Ideal,F,SI2,62.4,56.0,4.7,4.73,2.94,797
574,574,0.7,Ideal,E,SI2,61.6,56.0,5.77,5.74,3.54,2351
3769,3769,1.31,Very Good,J,SI1,62.9,60.0,6.97,7.01,4.39,5652
4146,4146,1.21,Ideal,I,SI2,61.7,56.0,6.8,6.84,4.21,4794
853,853,1.01,Premium,F,SI2,59.9,59.0,6.54,6.51,3.92,4140
5919,5919,2.32,Premium,G,SI2,62.3,58.0,8.55,8.42,5.27,15498
9358,9358,0.74,Very Good,D,VVS2,59.5,56.0,5.89,5.93,3.52,3288
6614,6614,1.5,Ideal,E,SI1,61.5,57.0,7.31,7.34,4.5,14498
6002,6002,1.5,Premium,I,VS1,61.0,59.0,7.39,7.36,4.5,8831
9163,9163,0.71,Very Good,E,SI2,60.6,59.0,5.77,5.81,3.5,2420
4495,4495,0.43,Premium,G,VVS2,61.5,58.0,4.87,4.84,2.99,1155
8173,8173,1.03,Ideal,F,SI2,62.9,57.0,6.46,6.39,4.03,4319
6655,6655,1.51,Very Good,G,VS1,62.2,59.0,7.27,7.31,4.53,13771
2368,2368,0.32,Very Good,G,VVS2,62.7,54.0,4.39,4.41,2.76,730
4780,4780,1.12,Premium,D,VS2,60.7,58.0,6.74,6.77,4.11,7932
7992,7992,0.35,Ideal,G,VVS1,62.4,54.0,4.53,4.55,2.83,867
2950,2950,0.36,Ideal,H,VVS1,61.8,57.0,4.54,4.58,2.81,821
5625,5625,1.06,Premium,J,VS2,61.1,59.0,6.54,6.6,4.01,4207
6971,6971,0.53,Ideal,F,SI1,61.4,57.0,5.22,5.18,3.19,1221
8716,8716,2.0,Good,E,SI2,62.9,61.0,7.96,8.0,5.03,14698
1841,1841,0.42,Premium,F,VVS2,60.7,59.0,4.85,4.82,2.94,1145
5986,5986,1.53,Ideal,H,SI1,59.6,57.0,7.48,7.54,4.48,8693
537,537,1.2,Very Good,F,SI2,62.6,58.0,6.74,6.7,4.2,4990
2806,2806,0.31,Ideal,H,VVS2,62.7,54.0,4.34,4.37,2.73,705
5801,5801,1.5,Premium,H,VVS1,61.1,59.0,7.38,7.32,4.49,12156
5596,5596,1.0,Good,D,SI2,63.1,57.0,6.34,6.38,4.01,4798
7206,7206,0.55,Ideal,E,SI1,60.4,56.0,5.3,5.33,3.21,1668
7343,7343,0.31,Ideal,E,SI2,61.7,56.0,4.35,4.37,2.69,460
7560,7560,0.41,Ideal,E,VS1,62.5,57.0,4.73,4.77,2.97,1103
8096,8096,0.32,Very Good,G,SI1,63.1,56.0,4.41,4.44,2.79,478
784,784,0.7,Premium,F,VS1,60.9,58.0,5.74,5.77,3.51,2822
1409,1409,1.01,Ideal,E,VS2,61.4,55.0,6.45,6.49,3.97,6640
154,154,2.01,Ideal,G,SI2,62.0,56.0,8.12,8.06,5.02,16130
7806,7806,0.32,Very Good,D,SI1,63.1,55.0,4.35,4.37,2.75,756
3009,3009,0.31,Ideal,F,VVS1,61.5,55.0,4.38,4.36,2.69,947
1686,1686,0.3,Ideal,H,VVS1,61.5,57.0,4.28,4.31,2.64,665
4014,4014,1.0,Premium,J,SI1,58.2,58.0,6.61,6.53,3.81,3920
7455,7455,0.51,Ideal,E,VS2,62.0,55.0,5.09,5.13,3.17,1561
3863,3863,0.53,Ideal,G,VS1,61.8,56.0,5.17,5.2,3.21,1751
2733,2733,0.91,Good,I,VS1,63.1,62.0,6.12,6.1,3.85,3580
1895,1895,0.9,Very Good,F,SI1,59.2,62.0,6.28,6.35,3.76,3689
5442,5442,0.41,Premium,J,SI1,61.8,55.0,4.8,4.75,2.95,631
569,569,0.54,Very Good,I,VS2,62.7,55.0,5.18,5.23,3.26,1337
6709,6709,0.71,Premium,G,VS2,63.0,58.0,5.69,5.65,3.58,2766
5854,5854,0.71,Ideal,F,SI1,60.6,57.0,5.8,5.77,3.51,2777
1816,1816,0.41,Premium,D,VS1,60.8,60.0,4.78,4.81,2.91,1103
8319,8319,2.0,Ideal,I,SI2,62.0,57.0,7.94,8.02,4.93,12937
3394,3394,0.53,Very Good,H,VS1,61.2,55.0,5.18,5.22,3.18,1659
3327,3327,0.41,Ideal,E,VVS2,61.2,56.0,4.78,4.75,2.91,1181
9983,9983,2.14,Premium,I,SI1,62.3,57.0,8.29,8.24,5.14,15007
6102,6102,1.0,Very Good,D,VS2,63.2,56.0,6.35,6.39,4.02,6569
2975,2975,0.5,Very Good,E,VS1,63.1,56.0,5.04,5.07,3.18,1704
980,980,0.72,Ideal,E,SI1,62.0,54.0,5.72,5.77,3.56,2661
190,190,0.41,Ideal,E,SI1,62.6,57.0,4.77,4.74,2.98,898
9331,9331,1.0,Very Good,D,SI1,63.1,54.0,6.38,6.42,4.03,5555
5088,5088,0.31,Premium,G,VS1,61.3,58.0,4.37,4.35,2.67,802
699,699,0.8,Good,H,VS1,63.2,57.0,5.88,5.91,3.72,3011
9760,9760,0.35,Ideal,E,VVS1,61.3,55.0,4.55,4.58,2.8,967
606,606,0.56,Ideal,G,VS2,61.5,55.0,5.31,5.33,3.28,1608
301,301,0.3,Very Good,F,IF,62.2,57.0,4.27,4.3,2.66,886
3420,3420,0.9,Very Good,F,SI2,62.2,59.0,6.13,6.21,3.84,4163
9805,9805,0.52,Ideal,E,VS2,61.4,57.0,5.19,5.13,3.16,1815
1060,1060,0.3,Ideal,E,VVS1,61.1,57.0,4.36,4.39,2.67,862
3444,3444,0.31,Ideal,D,SI1,62.6,56.0,4.32,4.36,2.72,627
1069,1069,2.11,Premium,J,SI1,61.9,61.0,8.23,8.19,5.07,10215
2205,2205,1.0,Premium,E,SI1,62.1,59.0,6.43,6.38,3.96,5497
9435,9435,0.41,Premium,E,VS1,61.0,59.0,4.77,4.75,2.9,1153
7339,7339,1.01,Very Good,E,VS1,63.0,56.0,6.37,6.41,4.02,7701
8208,8208,0.28,Ideal,H,VVS2,62.6,54.0,4.2,4.23,2.64,590
7679,7679,1.16,Premium,G,VS1,62.5,59.0,6.68,6.71,4.19,7134
4642,4642,0.56,Ideal,G,VS1,61.8,57.0,5.37,5.31,3.3,1809
7683,7683,0.41,Premium,F,VS2,60.4,59.0,4.86,4.81,2.92,990
9007,9007,0.41,Ideal,E,VS2,61.6,57.0,4.74,4.77,2.93,1124
7996,7996,2.1,Very Good,J,IF,62.8,60.0,8.12,8.19,5.08,17515
5600,5600,1.0,Very Good,E,VS2,63.4,56.0,6.39,6.31,4.03,9177
9151,9151,0.93,Very Good,H,VVS2,62.7,58.0,6.19,6.26,3.9,4839
7022,7022,0.41,Ideal,J,IF,61.2,57.0,4.79,4.82,2.95,791
4893,4893,0.52,Ideal,D,VS2,62.4,55.0,5.11,5.14,3.2,1817
225,225,0.9,Very Good,I,VS2,62.9,58.0,6.1,6.17,3.85,3541
3354,3354,0.33,Ideal,D,VS2,61.6,57.0,4.42,4.44,2.73,652
5895,5895,0.9,Ideal,G,SI1,62.4,55.0,6.12,6.17,3.84,3564
8754,8754,0.34,Ideal,D,SI1,62.5,57.0,4.47,4.48,2.8,716
3436,3436,0.35,Ideal,F,VS2,61.8,56.0,4.52,4.55,2.81,906
1693,1693,0.55,Ideal,E,VS1,62.1,56.0,5.25,5.29,3.27,1890
6893,6893,0.5,Ideal,F,SI1,61.6,57.0,5.06,5.09,3.12,1271
1045,1045,0.71,Ideal,E,VS2,62.1,56.0,5.72,5.76,3.56,2697
3446,3446,1.24,Ideal,G,VS1,61.4,57.0,6.91,6.85,4.23,8869
8050,8050,0.32,Ideal,I,VS2,61.6,57.0,4.45,4.42,2.73,576
9146,9146,0.25,Ideal,F,VVS2,61.8,56.0,4.03,4.06,2.5,554
9982,9982,0.25,Ideal,H,VVS1,62.1,55.0,4.06,4.07,2.53,498
4735,4735,1.2,Ideal,F,SI1,61.7,57.0,6.84,6.85,4.22,8962
4496,4496,0.7,Good,G,SI1,62.2,60.0,5.63,5.65,3.51,2394
1218,1218,0.7,Premium,G,SI1,62.4,55.0,5.67,5.63,3.52,2211
6015,6015,2.05,Premium,J,VS2,62.1,59.0,8.1,8.15,5.06,13948
9719,9719,2.14,Premium,G,SI2,61.0,59.0,8.36,8.4,5.09,17930
3987,3987,1.51,Premium,D,VS2,62.5,59.0,7.36,7.29,4.58,14321
4911,4911,0.51,Very Good,G,VS2,62.4,57.0,5.09,5.07,3.17,1438
9492,9492,0.57,Ideal,E,SI1,62.1,54.0,5.37,5.34,3.32,1682
4493,4493,1.06,Ideal,G,SI2,61.7,55.0,6.52,6.58,4.04,5760
6944,6944,0.23,Ideal,H,VS1,61.8,55.0,3.94,3.99,2.44,357
5699,5699,0.43,Ideal,E,VS2,61.3,56.0,4.88,4.82,2.97,968
8352,8352,0.41,Ideal,G,VS2,61.9,55.0,4.8,4.76,2.95,965
956,956,1.09,Ideal,I,VS2,61.9,55.0,6.58,6.63,4.08,6449
2869,2869,0.5,Ideal,D,SI1,62.2,54.0,5.13,5.09,3.18,1432
4433,4433,0.54,Ideal,E,VS2,61.5,56.0,5.25,5.21,3.22,1815
4973,4973,1.01,Good,F,SI2,61.1,61.0,6.43,6.48,3.94,4890
2961,2961,1.21,Premium,H,SI2,61.0,56.0,6.94,6.89,4.21,5486
2200,2200,0.31,Very Good,H,VVS2,63.0,60.0,4.27,4.33,2.71,625
98,98,1.51,Ideal,G,VS2,62.6,57.0,7.25,7.29,4.56,13254
9850,9850,0.52,Ideal,E,VS2,62.1,54.0,5.15,5.18,3.21,1666
2557,2557,0.77,Premium,G,SI2,61.9,58.0,5.88,5.81,3.63,2484
8445,8445,1.2,Good,G,VS2,63.8,52.0,6.73,6.65,4.28,6438
4199,4199,1.57,Premium,G,SI1,61.9,58.0,7.4,7.44,4.59,9037
9637,9637,1.05,Ideal,F,SI2,62.2,57.0,6.46,6.5,4.03,4746
5539,5539,0.35,Ideal,I,VS2,61.8,56.0,4.55,4.53,2.81,689
1648,1648,0.65,Premium,G,VS1,60.6,60.0,5.61,5.58,3.39,1884
6197,6197,0.4,Ideal,F,VS1,62.1,57.0,4.71,4.73,2.93,971
6295,6295,0.54,Ideal,E,VS1,61.9,56.0,5.21,5.24,3.23,2094
4499,4499,1.01,Good,H,SI1,58.4,60.0,6.61,6.66,3.88,4616
1154,1154,1.5,Very Good,H,VS1,61.9,59.0,7.29,7.33,4.54,10789
2255,2255,1.5,Good,J,VS2,62.9,59.0,7.22,7.3,4.55,7418
3170,3170,0.5,Very Good,F,VS2,62.8,58.0,5.03,5.06,3.16,1699
7400,7400,0.71,Premium,E,SI1,59.2,59.0,5.86,5.8,3.46,2878
7158,7158,1.01,Ideal,E,VS2,62.2,56.0,6.46,6.42,4.01,7333
3108,3108,0.51,Premium,H,IF,62.7,59.0,5.1,5.14,3.21,1973
4548,4548,1.1,Very Good,D,SI2,63.2,56.0,6.55,6.58,4.15,5027
5423,5423,0.31,Premium,G,IF,61.8,58.0,4.33,4.35,2.69,873
2049,2049,0.56,Good,F,SI1,58.2,65.0,5.4,5.44,3.14,1415
9208,9208,0.58,Premium,D,SI1,62.1,58.0,5.34,5.32,3.31,1774
8815,8815,0.77,Good,E,VS1,57.2,61.0,6.02,6.06,3.46,3405
9798,9798,1.01,Ideal,E,SI1,61.7,56.0,6.43,6.47,3.98,5550
262,262,1.51,Ideal,H,VS2,60.2,58.0,7.44,7.37,4.47,11430
4061,4061,1.04,Ideal,F,VS1,61.1,57.0,6.54,6.58,4.0,7477
5534,5534,1.05,Premium,E,SI1,61.5,60.0,6.53,6.57,4.03,5834
6616,6616,1.27,Very Good,G,VVS2,61.4,58.0,6.92,6.96,4.26,9492
8120,8120,0.34,Ideal,G,VVS2,61.9,55.0,4.53,4.55,2.81,965
8155,8155,1.61,Very Good,H,SI2,60.4,61.0,7.56,7.65,4.59,8058
1802,1802,0.78,Ideal,E,VS2,62.0,56.0,5.91,5.87,3.66,3427
4736,4736,1.3,Ideal,H,SI1,61.0,57.0,7.12,7.08,4.31,7487
2385,2385,0.54,Ideal,F,SI1,60.2,56.0,5.29,5.31,3.19,1369
6694,6694,0.24,Very Good,E,VVS1,62.4,56.0,3.94,3.95,2.46,485
5759,5759,0.31,Premium,G,VS1,62.5,58.0,4.36,4.33,2.72,802
1959,1959,0.55,Ideal,F,VS2,62.3,55.0,5.28,5.25,3.28,1402
2976,2976,1.7,Premium,G,VS1,59.7,62.0,7.72,7.75,4.62,15505
8680,8680,0.33,Ideal,E,VS1,62.1,54.0,4.49,4.47,2.78,891
1843,1843,0.31,Ideal,F,IF,61.7,56.0,4.35,4.38,2.69,901
1734,1734,1.82,Premium,H,SI1,62.2,58.0,7.85,7.74,4.84,13869
2911,2911,0.93,Premium,J,SI2,60.1,59.0,6.29,6.31,3.77,3149
8338,8338,2.02,Very Good,I,SI1,59.4,61.0,8.21,8.29,4.89,15690
1986,1986,0.3,Ideal,I,VVS1,61.2,56.0,4.29,4.33,2.64,552
9561,9561,0.32,Good,I,VS2,63.1,54.0,4.35,4.38,2.76,487
6546,6546,1.67,Premium,F,SI1,62.0,58.0,7.64,7.61,4.72,11168
7098,7098,1.5,Premium,J,SI1,61.9,59.0,7.34,7.29,4.54,7625
2811,2811,0.28,Very Good,F,VS1,61.5,56.0,4.2,4.23,2.59,605
